flight_id,airline_name,overall_rating,review_title,review_date,verified,review,aircraft,type_of_traveller,seat_type,route,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,inflight_entertainment,wifi_&_connectivity,value_for_money,recommended,flight_month,flight_year
2264,Air Mauritius,2.0,"""postponed twice without explanation""",2019-03-12,True,"  Shame on you Air Mauritius: flight MU0843 (Mauritius to Cape Town) postponed twice without any explanation (technical issue means everything and anything) nor possibility to take another flight for South Africa the same day. Spent the night in a nightclub going motel and forced to cancel all my meetings for today. When we ask for partial refund of the tickets we get the following answer ""it’s not company policy"". Be careful people before booking with Air Mauritius",A340,Family Leisure,Economy Class,Mauritius to Cape Town,3.0,2.0,1.0,1.0,1.0,1.0,2.0,no,March,2019
2268,Air Mauritius,6.0,"""Second time no souvenirs""",2019-02-04,True,"  Johannesburg to mauritius on the A350-900 ,all were good except that my 7 years old daughter was not on the list for souvenirs as other kids on board were. My main concern is my return flight Jan 18 2019 on the A319. I’m a 90kgs guy and my nightmare started once the flight took off with the front passenger who decided its time to rest so she leaned her seat backwards. I was squeezed, even the magazines I couldn’t read as the space was very tight. Arrived the time for lunch,the hostess served her and didn’t inform her she need to put her seat back to its normal position, I’m the one you did it by tapping on her arm to please move forward so I can eat properly. She wasn’t very happy by me asking but I couldn’t care more as I paid to travel. I saw the hostess distributing a small backpack bag to the kids then again nothing for my daughter and I asked this time,what the criteria to qualify to receive? Was told my daughter wasn’t on the list. Second time no souvenirs. Was told they would post them to us but didn’t mention which year. Until today Sunday feb 03 there is no updates from Air Mauritius about it.",A350-900 / A319,Family Leisure,Economy Class,Mauritius to Johannesburg,1.0,3.0,3.0,3.0,3.0,3.0,3.0,yes,January,2019
2271,Air Mauritius,1.0,"""very disappointing""",2019-01-10,True,"  I was apprehensive to begin with when booking Air Mauritius but decided to give it a shot. Unfortunately, my concerns were proved right. We flew them from Perth to Johannesburg, with a 3 day stopover in Mauritius. Upon arrival in Perth, we discovered that the inbound flight was cancelled which meant an overnight stay in Perth. The replacement flight was due to leave at 8.30am the following morning. Upon arrival to the airport we discovered this had changed to 9.30am. 20mins after boarding was due to start, the flight crew stroll into the airport lounge, none of them worrying or rushing to get going, the end result being a further 90min delay to an already 20hr delay. Upon boarding the plane, we sat down in seats that had an entertainment system from the 90s, not even worth having there. On board service consisted of a snack and drink, followed by lunch and a drink shortly after. We did not hear from the cabin crew again for another 5hrs (prepare to be thirsty). Even when pressing the button for flight crew service, nobody came to my seat to assist, with flight crew even walking straight past the service light on the panel above the seats. The end result of this experience was a planned weekend in Mauritius turning into a single day. Very, very disappointing.",A340-300,Couple Leisure,Economy Class,Perth to Johannesburg via Mauritius,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no,December,2018
2286,Air Mauritius,3.0,"""lack of service and unfriendly staff""",2017-04-11,False,"  We travelled with Air Mauritius two days ago for our honeymoon from Cape Town. We were bitterly disappointed in the lack of service and unfriendly staff. We waited 2 hours before being served a drink and ended up getting our meal at the same time. The entertainment system did not work for half the flight. When we asked for some water, we were forgotten and we had to get up and ask again, even after ringing the bell to alert them. To top it off one of the air hostesses rolled her eyes at us on three separate occasions: when she had to give way to us in the passage, when we asked her to remove the empty cups and when my husband needed the bathroom before landing. Not a great start to our honeymoon! Very disappointing! We are due to fly back on the 20th April, let's hope we are better received this time.",A340,Couple Leisure,Economy Class,Cape Town to Mauritius,3.0,1.0,1.0,4.0,1.0,1.0,2.0,no,April,2017
2484,Air New Zealand,1.0,"""superb staff, great food""",2023-07-27,True," I flew Tauranga/Auckland/LAX return, on NZ6 & NZ3 in Business Class recently. Overall a very good experience and more so due to the great staff the company has on its team. The Tauranga lounge is great, nice and quiet, nice outlook and good food and drink selection. Not so good at the Auckland International lounge, always seems crowded now and as long as you like Curry you’ll like the food. I retreated to my normal spot right down the back with a view of the runway. If there’s one area Air New Zealand can't seem to get right (in NZ that is) it is the boarding procedure. They don’t stagger it properly and hence it’s a stampede with everyone on the flight seemingly claiming to be a Koru Club member and it’s just chaos. Excellent flight across to the US, superb staff, great food, good alcohol and a lovely bed, hence nearly 8 hours of good sleep. They had run out of my first choice for dinner, I wanted the Rib Eye Steak. Nothing else appealed so they made me up a dinner to die for (Free Range chicken) which more than compensated for the unavailability of my first choice. The return flight was equally as enjoyable. Boarding at LAX was a breeze as it was done properly, it was staggered and I wasn’t trampled to death in any stampede. Meals were great (lamb that was so tender), top quality alcohol and the best crew ever and a special shout out to Mel who had everyone’s names memorized right from the start and she worked tirelessly the whole flight. Well done Air New Zealand..",B777-300,Solo Leisure,Business Class,Tauranga to Los Angeles via Auckland,5.0,5.0,5.0,4.0,4.0,5.0,5.0,yes,June,2023
2486,Air New Zealand,6.0,"""flights on this trip were late""",2023-06-30,True,"  All ANZ flights on this trip were late. This one in particular (NZ8) was delayed for an hour with no announcements, no explanation, no plan for customers who would miss connecting flights. Unacceptable. Skycouch is a nice product but super expensive at $1000 each way when occupied by one person. It works well for 2 children or an adult with 1 child but is too small for 2 adults. Food and what service there is, is the same as the rest of economy. The wifi, while free, did not work.",Boeing 777-300,Solo Leisure,Economy Class,Auckland to SanFrancisco,4.0,3.0,3.0,1.0,4.0,1.0,2.0,no,June,2023
2502,Air New Zealand,1.0,"""went above and beyond to help"" ",2023-04-07,True,  An item was left in the seat pocket after the plane arrived at SFO. The Air New Zealand (lost and found) employee located it and quickly assisted us. She was efficient and went above and beyond to help us. We were extremely worried about getting it back. Thank you to the Lost and Found Department!,Boeing 787,Couple Leisure,Economy Class,Auckland to San Francisco ,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,April,2023
2506,Air New Zealand,1.0,"""meals were superb""",2023-02-24,True,"  I flew recently to LAX and back in Business Class. Its nice being recognized as a regular Air New Zealand customer. The crew on both flights worked tirelessly making sure everyone was sorted and comfortable. The meals were superb and give you the option to add extra items depending on which main course item you choose. The WIFI was fast and I was able to stream video. Snacks were available in the galley, all NZ manufactured items. In both cases after I went to the bathroom after dinner, I came back to find my bed had been nicely prepared for me. A special shout out to the Air New Zealand Ground Manager at check in at LAX's Terminal B.",Boeing 777-300,Solo Leisure,Business Class,Auckland to Los Angeles,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,February,2023
2515,Air New Zealand,9.0,"""We had a great flight""",2023-02-12,True,  We had a great flight with air new Zealand. Easy check in online and selecting seats. The flight was slightly late departing due to cyclone Gabrielle coming in. The cabin was clean and crew were really welcoming and efficient. The seat was comfy for me (5 ft 4inches) and with the foot rest up I was able to nap. The food was from part of the business class menu and was tasty and a good size serving. Slight negative was entertainment as not a large new movie selection but the flight was only 3.5 hours. Happy to recommend.,Boeing 787,Family Leisure,Premium Economy,Auckland to Melbourne,5.0,5.0,5.0,5.0,3.0,5.0,4.0,yes,February,2023
2517,Air New Zealand,1.0,"""friendliness of the crew""",2023-02-02,True,"  This was a code share with Singapore Airlines from Paris to Auckland and on the return Auckland to Singapore leg SIA booked me on Air NZ. After flying 2 legs in Singapore Airlines premium economy the Air NZ seating was vastly superior, both comfort and space. Same 2-4-2 seating but in each row of middle four there was one seat empty so the configuration in the middle was actually 1-2. After reading so much bad press about Air NZ it was a surprise that the cabin crew made a huge effort to walk around the premium economy cabin and introduce themselves to each passenger by name, there was also a hot towel. But what made the Air NZ premium product vastly superior was the friendliness of the crew, they made an effort to replenish drinks and chat to customers and provided excellent service! Now the management of Air NZ need to catch up with their crew and improve their EU website which is a disaster, I actually tried to book this trip on AIR NZ but the website was useless.",Boeing 777-300,Solo Leisure,Premium Economy,Auckland to Singapore,5.0,5.0,5.0,5.0,3.0,3.0,4.0,yes,January,2023
2523,Air New Zealand,2.0,"""cheapest and stingiest airline""",2023-01-16,True,"  Air New Zealand the cheapest and stingiest airline in the world. On silver tier I have two complimentary lounge passes to use on this flight before I get upgraded to Gold tier. The app shows two lounge passes, but would not load the QR code for the lounge pass via the app. And because of this the lounge staff wouldn’t let me through because she couldn’t scan the code. Air New Zealand you benefitted off charging me 2k a return flight from Auckland to Brisbane on your variable fares and demand pricing schemes.",A320,Solo Leisure,Economy Class,Brisbane to Auckland,3.0,2.0,1.0,1.0,1.0,1.0,1.0,no,January,2023
2531,Air New Zealand,1.0,"""a budget airline experience""",2022-12-19,True,  Unfortunately my experience was exactly as I’ve come to expect from our national carrier. Air New Zealand are operating a budget airline experience at full service prices. The seats on their “new” A320 neo’s are some of the poorest I’ve experienced in a full service carrier. The design of the seat backs feature a hard plastic curved back meaning anything you intend to store in the seat back pocket - forget about it. Tablets and laptops will bend or snap if you attempt to store them here. The seats also offer only a half seat that doesn’t come to the back of your knees even for very short people. The portion size for meals are smaller than the size of an iPhone 14 Pro Max (not an exaggeration) and meal choices were limited after the first 9 rows as they had run out. The cabin was not adequately cleaned as there was food on my armrest and rubbish / chewing gum in the seat pocket in front of me. To top it all off Air New Zealand damaged my luggage for the second time this year.,A320 neo,Solo Leisure,Economy Class,Wellington to Sydney,2.0,3.0,1.0,2.0,5.0,5.0,1.0,no,December,2022
2535,Air New Zealand,5.0,"""Very disappointed with Air New Zealand""",2022-12-14,True,"  Very disappointed with Air New Zealand. I’ll avoid flying with Air New Zealand if I can in the future. On both occasions this year it has departed late, 45mins when flying to US and 0ne hour this time flying to Asia which made me miss a connection in the US and recently bags did not arrive at final destination due to late arrival for connecting flight. Barely had 30mins to run to connecting terminal. Also running out of food in Biz class is a first. On the occasion I’ve flown biz class with other airlines I’ve never experienced this. Portions were very small and I’m a small eater. Barely had any service for snacks in between meals So was quite hungry. Service wasn’t impressive by comparison to other airlines. I think Air New Zealand can do better and spend $ on improving service plus departing on time rather than fancy adverts.",Boeing 777-300,Solo Leisure,Business Class,Auckland to Singapore,3.0,3.0,2.0,4.0,2.0,3.0,2.0,no,December,2022
2539,Air New Zealand,3.0,"""an average experience all round""",2022-12-04,True,"  Air NZ have been disappointing for some time now. I am one of their premium customers and where possible try not to fly Air NZ, unfortunately they are our national carrier and key option when travelling NZ and overseas. The service, consistency of service and lack of quality business class is disappointing. Hope they get their act together but glad plenty of competition on USA routes has come! Air NZ is overpriced and an average experience all round!",A320 Neo,Business,Economy Class,Auckland to Hobart,2.0,2.0,2.0,1.0,3.0,5.0,2.0,no,December,2022
2547,Air New Zealand,1.0,"""not expecting this from Air NZ""",2022-11-15,True,"  Going from Auckland I was on premium economy no complaints about that every thing was very good. On my return I was sitting in economy and I was hoping will be very good service specially when you fly long haul flight but everything is was opposite. Food very ordinary, after serving special food al most after 30 minutes later they come with drinks. We have received 2 meals so in my first meal I ate my food couldn't wait for drinks but in breakfast i though I wait for drinks then start my breakfast. By the time i have received the drinks including tea all my meals were cold. Secondly they are very slow in serving meals. The earphones are very cheap. Overall I was not expecting this from Air NZ. Hopefully they will read the review and try to maintain their quality of service in future.",Boeing 787-9,Business,Economy Class,Auckland to Singapore ,3.0,1.0,1.0,4.0,3.0,1.0,2.0,no,November,2022
2550,Air New Zealand,1.0,"""interest in passengers non existent""",2022-11-02,False,"  Personal interest in passengers non existent. Gone from being best airline to the absolute worst. Not sure why we even book codee share through this airline. Would not honour vouchers into the Lounge, even though we had booked and paid through the Air NZ website and Premium Economy. Flight was code share with Singapore Airlines but even though it was all booked and paid to Air NZ - they didn't want to know.",Boeing 777-300R,Couple Leisure,Premium Economy,Auckland to Singapore,3.0,1.0,2.0,1.0,2.0,1.0,1.0,no,November,2022
2552,Air New Zealand,3.0,"""below standard of an international flight""",2022-10-08,False,  The meals were well below standard of an international flight. Menu had two options for hot cakes and scrambled egg but by the time they reached the middle of the aircraft they only had the one option. They don’t provide you drinking water with the meal. The stewardesses are rude and unwelcoming. The inflight entertainment is limited. The seat is uncomfortable and doesn’t recline. There are no foot rests. ,A320,Solo Leisure,Economy Class,Sydney to Wellington,3.0,1.0,2.0,1.0,5.0,4.0,1.0,no,October,2022
2556,Air New Zealand,2.0,"""I felt I was sacrificed""",2022-09-16,True,  I checked in and secured my boarding pass. On boarding I was informed your seat has been changed for a better leg room only to discover that I was moved to sit with one of the dreaded gang members in their full regalia. Racial profiling at its best. I felt I was sacrificed.,ATR,Business,Economy Class,Christchurch to Dunedin,1.0,4.0,4.0,1.0,1.0,1.0,1.0,no,September,2022
2557,Air New Zealand,5.0,"""I was so cramped in my seat""",2022-09-11,True," Auckland to Houston. I was excited recently to fly on the much lauded Dreamliner! The food was tasty and enjoyable, the ease of connection to Des Moines, USA was fabulous. But I was so cramped in my seat, it made the journey only just bearable. I’m a good flyer, always enjoy it; it was so disappointing to find the airline has penny pinched on seat comfort for the bulk of their passengers, the economy class folk. I’m a slim 67 kg; I don’t know how larger people could manage it. It puts me off ever travelling there again.","B787,",Solo Leisure,Economy Class,Auckland to Houston,1.0,3.0,5.0,3.0,4.0,3.0,3.0,no,September,2022
2562,Air New Zealand,2.0,"""will not fly with them again"" ",2022-08-14,False,"  Auckland to Singapore 30th June, Returning 12th August. The midnight flight to Singapore had no issues. But very disappointing when Air New Zealand decides to blackout the windows after an 8.40 morning departure back to NZ Passengers have only just got up to catch the plane and might have wanted to see some beautiful views on a sunny, clear flight of 8 hours plus. You might have had kids or be a photographer or just an avid flyer who wanted to see the world from your windows....But No. Not on Air New Zealand. They just expect you too sleep after you just woke up. Sad, and will not fly with them again, nor would I recommend a day flight with them. Plenty of airlines with A350s, A380s or 777's.",Boeing 787,Couple Leisure,Economy Class,Auckland to Singapore,1.0,2.0,2.0,1.0,2.0,1.0,2.0,no,August,2022
2564,Air New Zealand,1.0,"""staff were attentive and helpful""",2022-08-11,True,"  I had to make a quick trip to LAX and back recently, one way in Premium Economy and returning in Business Class. On the outward journey the Premium Economy cabin was full. The staff were amazing and were visible in the cabin through the night. I was impressed with the space in my bulkhead seat. The meals were of very good quality. The return journey started out with a bump at check in at LAX. A lot of people (including myself) did now know that a Travelers Declaration had to be filled out online before you could enter New Zealand. All credit to the manager working the Business Class Check in, she had the patience of a saint dealing with all these confused and mildly angry travelers who know nothing of the Travelers Declaration requirement. When I was in the Star Alliance Lounge later, the same manager from check in made sure I had got the Travelers Declaration sorted and wished me well for the rest of the journey, top marks for remembering me and checking that I was all sorted.. The rest of the journey home was seamless and just like the Air New Zealand of old, pre covid. The staff were attentive and helpful. Nothing was too much bother for the staff. If you wanted a second dessert, no problem, just ask and you will receive. I got up to go to the bathroom after dinner, came back and my bed had been nicely made. The meals were superb and a cut above the already very good meals on the Premium Economy flight over. My only criticism is that the seats definitely feel a lot tighter than the 777’s, especially for sleeping.. Some airlines may have a better hard product, but that Kiwi warmth and kindness just cant be surpassed.",Boeing 787,Solo Leisure,Business Class,Auckland to Los Angeles,4.0,5.0,5.0,5.0,4.0,4.0,5.0,yes,July,2022
2566,Air New Zealand,1.0,"""not going to do international travel with them again""",2022-07-17,False,"  So we asked for an upgrade to business class from premium economy which we bought a year ago so they said they will try and after 6 days of nothing they change our flight tickets and downgrade us to economy even though we bought premium. I am very upset and disgraced, not going to do international travel with them again.",Boeing 787-9,Family Leisure,Premium Economy,Auckland to Hamburg via Vancouver,2.0,3.0,1.0,2.0,1.0,3.0,2.0,no,July,2022
2570,Air New Zealand,1.0,"""Double standards. Terrible airline""",2022-05-28,False,  Terrible service. I paid for a seat which cost me $5 extra on top of my flight. I get on the plane only to find an old lady in my seat. I asked if she’d paid for that seat and she said no and she just sat there. So I decided that I would not pay for my seat allocation again and I would just sit there also. Jumped on my plane today and just sat in the seat that I like only to be told I must sit in my allocated seat. I don’t get it? Am I not given the same treatment as some lady? If somebody can take my seat without paying for it then so should I but nope. Double standards. Terrible airline.,Boeing 747,Business,Economy Class,Christchurch to Auckland,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,May,2022
6512,Cathay Dragon,8.0,"""new business class seats""",2020-03-19,True,"  Hanoi to Hong Kong. There are new business class seats on the plane, very pleasant and comfortable. The food is good, the choice is standard. Stewardesses good and pleasant service",A320,Solo Leisure,Business Class,Hanoi to Hong Kong,5.0,5.0,4.0,3.0,3.0,1.0,3.0,yes,November,2019
2590,Air Niugini,1.0,""" the most appalling airline""",2022-06-17,True,"  Without any doubt this is the most appalling airline I have experienced. Think Jetstar and it's even worse. 3 hours sitting on a dirty run down aircraft before we could get a glass of water. That of course included sitting in the heat on the runway for an hour before leaving. I've now just experienced their check in a return flight. Only 2 people waiting and it took 30 minutes before I got to the counter. If you have any option choose that, even if it is Jetstar. ",F100,Solo Leisure,Economy Class,Brisbane to Port Moresby,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,June,2022
4630,Asiana Airlines,7.0,"""Quite attentive service""",2019-03-18,True,"  Seoul to Jakarta. Quite attentive service, One of the friendliest and most courteous stewardesses. Plane seemed a bit old. Their screen is old and definitely need upgrade. Food quality is amazing.",A330-300,Solo Leisure,Economy Class,Seoul to Jakarta,4.0,5.0,5.0,5.0,3.0,3.0,5.0,yes,March,2019
2619,Air Niugini,8.0,Air Niugini customer review,2015-08-14,False,"The flight from BNE to POM was on a B767 with an upgraded interior. IFE and very comfortable seating. The inflight service was excellent, the flight attendant provided a professional helpful service complete with an indepth and accurate description of the wines carried for the passenger seated next to me. In addition this same passenger was a vegetarian but had not pre-ordered a vegetarian meal, the flight attendant produced a very acceptable vegetarian meal. Her level of customer care was above and beyond much of what I have encountered on many airlines and I left the flight feeling that the service was far more than expected. What a difference a a flight attendant who is caring, professional and prepared to go the extra mile can make to a flight.",Boeing 767,Solo Leisure,Business Class,BNE to POM,4.0,5.0,5.0,4.0,4.0,4.0,5.0,yes,July,2015
2640,Air Nostrum,1.0,"""very happy with their service""",2021-07-18,True,"  Right now, Iberia Regional - Air Nostrum is serving the Madrid - Frankfurt route. I was very happy with their service and the quality of food, beverages in their Business Class. The service was quick and very attentive throughout the flight and even the coffee served was very fresh and tasty (which is usually not a strength of Iberia). Despite of this narrowbody aircraft, seating was comfortable and in Business Class, the seat besides you will be left empty. I can really recommend you this Business Class service on this route with Air Nostrum.",CRJ-1000,Solo Leisure,Business Class,Madrid to Frankfurt,4.0,5.0,5.0,5.0,3.0,2.0,5.0,yes,July,2021
2641,Air Nostrum,8.0,"""punctual and comfortable""",2020-02-16,True," Madrid to Toulouse. Once again a punctual and comfortable flight. Good legroom, on time departure and arrival. On flight entertainment was however not working à you have to pay for anything on board",CRJ1000,Couple Leisure,Economy Class,Madrid to Toulouse,5.0,3.0,3.0,5.0,1.0,1.0,4.0,yes,February,2020
2720,Air Serbia,1.0,"""the worst airline ever""",2023-06-09,True,"  This is the worst airline ever, only with this airline I had such a terrible experience. I purchased my ticket on an official Air Serbia website and paid extra for the seat which is displayed on the attached ticket (3A). The boarding starts, and they start from the last row going forward. So I board among the last, and at the boarding they said they changed my seat from 3A to 30C which is the last row of the plane near the bathroom. They don’t even know the reason, that’s how good that are. My advice to everyone - don’t fly with Air Serbia- no customer service at all. And if you fly - don’t pay extra for any of their services, since as it turns out nothing what you paid for is guaranteed.",A320-200,Solo Leisure,Economy Class,Belgrade to Moscow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,June,2023
2767,Air Serbia,2.0,"""dismissed all these claims""",2020-03-22,True,"  Our flight JU 802 to Istanbul on 30.12.2019 has been delayed by more than three hours. I missed my shuttle bus to Istanbul Sabiha airport and had to take the taxi in order not to miss my flight from SAW on New Year's eve (100km distance). We arrived at 19:00 local time instead of 15:55. Scheduled departure 12:20. The aircraft (YU-API) arrived one hour late from Milan. On departure we were notified that the catering truck has broken down. Then boarding started at 13:00. At 14:00 we were informed the crew duty hours have expired. We departed only around 15:00. Time at gate on arrival at IST was 19:00. Then we discovered that Air Serbia has been transporting hundreds of Lufthansa bags from Frankfurt which was the real reason of the delay. Passengers were unable to get their luggage cause the baggage carousel (meant for A320) has been blocked by Lufthansa bags coming from a wide-body from Munich (flight waited in Belgrade). It is horrible that Air Serbia gives priorities on New year's holidays to bags from Lufthansa than to their own passengers. Our bags arrived last. Finally i received my luggage at 19:30 and had one hour to arrive at an airport 100km away (6 hours planned for that trip). The taxi  cost me 55 Eur. (60.61 USD). Also, although the delay exceeded 2 hours, we weren't offered any refreshments whatsoever. Air Serbia dismissed all these claims saying they were late 'only' 2h20 minutes on departure and they won't compensate any expenses incured. Disgraceful.",A319,Solo Leisure,Economy Class,Belgrade to Istanbul,2.0,3.0,1.0,2.0,1.0,1.0,2.0,no,December,2019
2791,Air Serbia,1.0,"""been a bad experience""",2019-08-07,False,  Belgrade to Stockholm. We have flown with Air Serbia many times and I am sorry to say that every time it has been a bad experience. Always late and the service is very bad - not to recommend.,CRJ 900,Couple Leisure,Economy Class,Belgrade to Stockholm,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,August,2019
2796,Air Serbia,9.0,"""seat pitch was very good""",2019-06-22,True,"  Athens to Stuttgart via Belgrade. Well-kept aircraft, seat pitch was very good and seats were leather covered. Service was limited to a small bottle of water and crackers, everything else you have to pay. There is a good option to visit the Belgrade Airport lounge for €18 where you can be in a modern, quiet space with great food and alcoholic drinks. Service there was superb. You can upgrade to Business from €60 where there is access to lounge, 2 carry on and food during flight.",A319 / A320,Couple Leisure,Economy Class,Athens to Stuttgart via Belgrade,5.0,4.0,2.0,5.0,1.0,4.0,5.0,yes,June,2019
2799,Air Serbia,2.0,"""many problems are showing up""",2019-03-29,True," Belgrade to Amsterdam. Serious bag and problems during online check in process. They need to fix this at once! Once you have selected and paid for seat in online check-in process you can't go back or deselect them and return to a free one. The only thing you can do and that I found out after calling customer support is to wait for a manual restart of check-in process and that needs approx. 2 hours. What will happen if your credit card is not accepted for seat payment, like in my case, and you are checking in just hours before the flight? Customer support was not surprised by my question like it's something normal. She even suggested to leave her with credit card information so that they can authorize by themself. Air Serbia looks like a fresh and modern aviation company from the outside, but from the inside, many problems are showing up. Hopefully, management will change soon with addition to government of Serbia stepping out from owner structure.",Airbus A320,Business,Economy Class,Belgrade to Amsterdam,2.0,4.0,3.0,3.0,1.0,1.0,2.0,no,February,2019
2804,Air Seychelles,1.0,""" my worst flight experience""",2023-04-24,True,"  Flew Air Seychelles from Seychelles to Mauritius (had to take this as this would be the only direct option with a high price of $300+), and this became my worst flight experience in my life as my original departure time of Apr. 19, 10:00 eventually became Apr. 20, 15:10. A transactional email arrives the night before the flight that the flight will be delayed but new flight time will be released later on, shattering my sleep already as I am in fear that my travel plans will be disrupted (and it did in a serious manner). Had to be at the airport on time nonetheless (as I now know that Air Seychelles will never care about my travel plans and therefore I will have to be at the airport to be at the scene myself) and another email arrives that 13:20 would be the new departure time. But then nothing happens and nobody at the check-in counter knows what is going on except that there is a ""discussion"" about the flight's fate if it would fly out on 13:20 as planned or not (and it did not). Finally, at around 11:00 an Air Seychelles temporary employee approaches the passengers that the flight is ""decided"" to be delayed (a quick check on its two A320 Neos reveal that they are flying other routes instead, but no explanations were given at all so how would I know what is happening at all) and that all passengers will have to stay where Air Seychelles sends them to. All passengers end up taking the bus provided by Air Seychelles (after loading their luggage on an open truck's cargo hold) and are all bussed to a terrible resort about 30 minutes away from the airport. Then rooms were assigned arbitrarily (couples were okay but solo travelers were randomly assigned rooms together) and a terrible lunch buffet with only one free non-alcoholic beverage was offered (not even a meal voucher as that would be so much more expensive to the airline). Then we were told by Air Seychelles that the flight could depart any time that day or the day after and that the passengers should wait for the call in their hotel rooms (that is, someone should be in the hotel room instead of being at the beach in front of the resort) as well as frequently consult Air Seychelles Facebook page for updates. Then the hotel calls that passengers should gather by 11:00 the next morning without even telling us what the new departure time would be (had to check myself via the aforementioned Facebook page that the new departure time had been announced as Apr. 20, 15:10). Then the next morning, once again the weird bussing back from the hotel to the airport, and then found out that an Ethiopian B737-MAX8 was there to run the route instead. Checked-in and finally departed at around 15:40, landing in Mauritius at around 18:00 (a whopping ~30 hour delay). Cannot say much about the aircraft and in-flight service as it was provided by Ethiopian Airlines, but it was pretty basic with basic seats without any IFE and a tiny sandwich given during the flight (alcoholic beverages were available though). At the end of the day, my Mauritius travel plans were disrupted without any reimbursement of any kind from the airline for the losses. I heard before that Air Seychelles had financial troubles in the past and now I think understand why. Will never fly again with Air Seychelles, and even give up Seychelles as my vacation destination if Air Seychelles is unavoidable.",Boeing 737-MAX8,Couple Leisure,Economy Class,Seychelles to Mauritius,3.0,3.0,2.0,1.0,1.0,1.0,1.0,no,April,2023
2817,Air Seychelles,2.0,"""most unfriendliest you'll meet""",2019-04-13,True,"  Johannesburg to Mumbai via Mahe. The staff in flight and at the airport must be the most unfriendliest you'll meet. For the entire flight of passengers there's 2 people at 1 counter doing the check in. Takes 45 mins. For a flight half full. The guy at the luggage scan asked us to make it quick as the flight is leaving as if it was our fault theres only 1 counter receiving check ins. There is no time in transit, you're shipped from 1 flight to the other. There is no place to smoke. But was advised by a guy that smoking in the toilet isn't permitted but allowed. It's the smallest airport I've been to with barely any facilities. Taking all this into consideration I see no reason why they should have an attitude. Flights itself are clean but outdated in entertainment. If you not fussy this is a cheap alternative. If you need to travel in some comfort pay more.",A320-200,Business,Economy Class,Johannesburg to Mumbai via Mahe,3.0,2.0,2.0,1.0,1.0,1.0,4.0,no,April,2019
2823,Air Seychelles,1.0,"""a horrible experience""",2017-07-26,False,"  Me and my husband had a horrible experience flying Air Seychelles from Mauritius to Mumbai via Mahe. Particularly poor was the flight from Mahe to Mumbai. At Mahe airport when we asked for a seat selection, we were rudely turned down. We could see other people standing behind us get the front seats. This was unfair and uncalled for. To top it off on the 4.5 hour flight from Mahe to Mumbai we were not even given blankets. When we asked about the blankets, the cabin crew told us that they had limited supply. Complaints to management fell on deaf years. All they offered were 5000 measly miles which could be cashed in on our next flight with Air Seychelles. Avoid if you can.",A320,Couple Leisure,Economy Class,Mauritius to Mumbai via Mahe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,February,2017
2824,Air Seychelles,3.0,"""not a good experience""",2017-07-10,False," Not a good experience with Air Seychelles from Durban to Mumbai via Seychelles. Flight to Mumbai cancelled once we landed at Seychelles airport. Staff very unfriendly. stranded overnight. On return, staff had to be called several times to ask for blankets. No choice as to meal as meat was finished. TV screen never worked. Despite sending an online complaint, I still wait for a response. Their service seems to be very bad. No apology for the cancellation of the flight which affected our entire itinerary. I have completed the online survey and send a personal email but no acknowledgement or response. Will never use this airline or recommend it to anyone. I will stick with Emirates despite the longer route",A340,Family Leisure,Economy Class,Durban to Mumbai via Seychelles,2.0,3.0,2.0,2.0,2.0,2.0,2.0,no,June,2017
2826,Air Seychelles,2.0,"""experienced such a bad service""",2017-06-19,False,"  Antananarivo to Abu Dhabi via Mahe. I have never experienced such a bad service! Lots of delays,mechanical problems with aircraft. No clear communication what was happening with the engine problems and updates so very stressy for all passengers to make connections. Very outdated aircraft. Problems with boarding pass issuing for many passengers while transiting in Seychelles! Frustrating with inadequate ground staff follow up! Halfway the food service some meals where already out of stock. Super rude check in at Antananarivo Airport. I have a silver frequent flyer card from Etihad which is their partner and normally my allowance was 40 kg. I arrived with a surfboard back and had to take out 8 kg as they said they only allow 32kg. My other bag was already checked in so i had to take it all as carry on.There where laughing and showed no mercy at check in-no humanity. I can't understand why a world class airline like Etihad teams up with them. This is island style aviation at its worst! Will take my business somewhere else. ",A330,Family Leisure,Economy Class,Antananarivo to Abu Dhabi via Mahe,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,June,2017
